scheme_choice,scheme_label,signal_name,signal_col,signal_label,target_clean,duration_bucket,index_type,series_family,trade_side,trade_side_label,threshold,n_obs,trade_months,coverage_ratio,mean_signal_abs_trade,avg_monthly_ret_all,avg_monthly_ret_trade,trade_win_rate,annualized_sharpe,cum_return,max_drawdown
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.00025211036215361336,0.0033614714953815114,0.6666666666666666,0.4837076994086675,0.030513529733296796,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,4.4269353200838334e-05,0.0013280805960251502,0.5,0.19933439642669895,0.005291083080788628,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.00025211133799611163,0.0033614845066148222,0.6666666666666666,0.48371176924094716,0.030513652192061702,-0.0041250532888392755
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,4.426119896888499e-05,0.0013278359690665502,0.5,0.19931786155570527,0.005290106577046316,-0.0041250532888393865
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.0004567519698760784,0.006090026265014378,1.0,0.7084874536015643,0.05601671285615106,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,0.00013868943810891083,0.004160683143267325,1.0,0.46497779865499267,0.01671663826549108,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.0004557180701103001,0.006076240934804,1.0,0.708459396034653,0.05588713185356298,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,0.00013839664887005748,0.0041518994661017255,1.0,0.46447724480431435,0.016681054420916164,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.00025539452903843084,0.003405260387179078,0.6666666666666666,0.5177967479980016,0.030940217337330322,-0.0029492403371781384
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,5.9332072236775e-05,0.00177996216710325,0.5,0.2781700045609349,0.007112460632494821,-0.0029492403371781384
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.0003529154525913192,0.004705539367884256,0.6666666666666666,0.5030298954190017,0.042888887023287525,-0.007782060143745273
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,4.598082859086666e-05,0.001379424857726,0.5,0.1471805059224833,0.005462939575617165,-0.007782060143745162
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.0005547810111347991,0.007397080148463988,0.8888888888888888,0.6770598868087773,0.06831393069676261,-0.003366772327590861
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,0.00013851693347288917,0.004155508004186675,0.75,0.3733901932955787,0.016660509346112073,-0.003366772327590861
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.0005534737705069816,0.007379650273426422,0.8888888888888888,0.6767650966291429,0.06814837950503483,-0.003382299329920957
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,0.00013811247101614497,0.00414337413048435,0.75,0.3727321503759107,0.01661140173897313,-0.003382299329920957
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.00035214921169858586,0.004695322822647811,0.6666666666666666,0.5330905719218384,0.04283379423298772,-0.006964410040094404
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,6.08222661252275e-05,0.0018246679837568248,0.5,0.1904448809767575,0.0072520518220886565,-0.006964410040094404
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.00035213025955052667,0.004695070127340356,0.6666666666666666,0.5330634292505791,0.04283142523009231,-0.006964886478714072
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,6.0817323549358343e-05,0.0018245197064807501,0.5,0.19042658747032487,0.00725145226570123,-0.006964886478714072
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,9,0.075,9.166666666666666,0.0003529284499695309,0.0047057126662604105,0.6666666666666666,0.5030471731729181,0.04289051104483166,-0.007782508968258384
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,3.8,120,4,0.03333333333333333,8.598725253087949,4.5983582566889176e-05,0.0013795074770066753,0.5,0.14718072169275098,0.005463263687977449,-0.007782508968258273
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.000255414425824405,0.0034055256776587333,0.6666666666666666,0.5178399338193087,0.03094268016899826,-0.0029483380531925008
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(3-5年)指数,3-5年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,5.9343234847604164e-05,0.0017802970454281251,0.5,0.2782297116112696,0.007113811328579134,-0.0029483380531923897
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.00025211036215361336,0.0033614714953815114,0.6666666666666666,0.4837076994086675,0.030513529733296796,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(3-5年)指数,3-5年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,4.4269353200838334e-05,0.0013280805960251502,0.5,0.19933439642669895,0.005291083080788628,-0.004125655045799315
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.00025211133799611163,0.0033614845066148222,0.6666666666666666,0.48371176924094716,0.030513652192061702,-0.0041250532888392755
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(3-5年)指数,3-5年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,4.426119896888499e-05,0.0013278359690665502,0.5,0.19931786155570527,0.005290106577046316,-0.0041250532888393865
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.0004567519698760784,0.006090026265014378,1.0,0.7084874536015643,0.05601671285615106,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(3-5年)指数,3-5年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,0.00013868943810891083,0.004160683143267325,1.0,0.46497779865499267,0.01671663826549108,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.0004557180701103001,0.006076240934804,1.0,0.708459396034653,0.05588713185356298,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(3-5年)指数,3-5年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,0.00013839664887005748,0.0041518994661017255,1.0,0.46447724480431435,0.016681054420916164,0.0
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.00025539452903843084,0.003405260387179078,0.6666666666666666,0.5177967479980016,0.030940217337330322,-0.0029492403371781384
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合财富(3-5年)指数,3-5年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,5.9332072236775e-05,0.00177996216710325,0.5,0.2781700045609349,0.007112460632494821,-0.0029492403371781384
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.0003529154525913192,0.004705539367884256,0.6666666666666666,0.5030298954190017,0.042888887023287525,-0.007782060143745273
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合全价(5-7年)指数,5-7年,全价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,4.598082859086666e-05,0.001379424857726,0.5,0.1471805059224833,0.005462939575617165,-0.007782060143745162
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.0005547810111347991,0.007397080148463988,0.8888888888888888,0.6770598868087773,0.06831393069676261,-0.003366772327590861
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合净价(5-7年)指数,5-7年,净价,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,0.00013851693347288917,0.004155508004186675,0.75,0.3733901932955787,0.016660509346112073,-0.003366772327590861
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.0005534737705069816,0.007379650273426422,0.8888888888888888,0.6767650966291429,0.06814837950503483,-0.003382299329920957
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-新综合财富(5-7年)指数,5-7年,财富,新综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,0.00013811247101614497,0.00414337413048435,0.75,0.3727321503759107,0.01661140173897313,-0.003382299329920957
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.00035214921169858586,0.004695322822647811,0.6666666666666666,0.5330905719218384,0.04283379423298772,-0.006964410040094404
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合全价(5-7年)指数,5-7年,全价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,6.08222661252275e-05,0.0018246679837568248,0.5,0.1904448809767575,0.0072520518220886565,-0.006964410040094404
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.00035213025955052667,0.004695070127340356,0.6666666666666666,0.5330634292505791,0.04283142523009231,-0.006964886478714072
vs_lag1_actual,方案二：相较上一期真实GDP,nowcasting_gdp_signal,ic_signal_vs_lag1_actual,nowcasting_GDP - actual_gdp_lag1,中债-综合净价(5-7年)指数,5-7年,净价,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,4,0.03333333333333333,8.598725253087949,6.0817323549358343e-05,0.0018245197064807501,0.5,0.19042658747032487,0.00725145226570123,-0.006964886478714072
vs_lag1_actual,方案二：相较上一期真实GDP,actual_gdp_signal,actual_signal_vs_lag1_actual,actual_gdp_yoy - actual_gdp_lag1,中债-综合财富(5-7年)指数,5-7年,财富,综合,long_on_weak_growth,增长明显走弱时做多债券,3.9,120,9,0.075,9.166666666666666,0.0003529284499695309,0.0047057126662604105,0.6666666666666666,0.5030471731729181,0.04289051104483166,-0.007782508968258384
